,Unnamed: 0,Source,Target,Interaction
2219,4550,KAG9263807.1,KAG9272033.1,+
2220,4552,KAG9263807.1,KAG9272034.1,?
2221,4834,KAG9263807.1,KAG9272147.1,?
2222,4735,KAG9263807.1,KAG9272150.1,-
2223,4642,KAG9263807.1,KAG9272198.1,-
2224,4728,KAG9263807.1,KAG9272204.1,?
2225,4743,KAG9263807.1,KAG9272222.1,?
2226,4891,KAG9263807.1,KAG9272543.1,+
2227,4547,KAG9263807.1,KAG9272585.1,?
2228,3327,KAG9263807.1,KAG9272766.1,+
2229,3476,KAG9263807.1,KAG9272808.1,?
2230,4509,KAG9263807.1,KAG9272907.1,-
2231,4889,KAG9263807.1,KAG9272994.1,?
2232,4598,KAG9263807.1,KAG9273217.1,+
2233,4614,KAG9263807.1,KAG9273247.1,-
2234,4631,KAG9263807.1,KAG9273424.1,?
2235,4630,KAG9263807.1,KAG9273473.1,-
2236,4656,KAG9263807.1,KAG9273487.1,?
2237,3376,KAG9263807.1,KAG9273685.1,?
2238,4700,KAG9263807.1,KAG9273708.1,+
2239,4815,KAG9263807.1,KAG9273741.1,+
2240,4884,KAG9263807.1,KAG9273750.1,+
2241,4638,KAG9263807.1,KAG9273764.1,+
2242,3333,KAG9263807.1,KAG9273787.1,+
2243,4747,KAG9263807.1,KAG9273820.1,+
2244,4758,KAG9263807.1,KAG9273957.1,+
2245,3498,KAG9263807.1,KAG9274158.1,-
2246,3471,KAG9263807.1,KAG9274212.1,?
2247,4824,KAG9263807.1,KAG9274257.1,+
2248,3465,KAG9263807.1,KAG9274369.1,-
2249,4723,KAG9263807.1,KAG9274640.1,+
2250,4528,KAG9263807.1,KAG9275008.1,-
2251,4666,KAG9263807.1,KAG9275039.1,?
2252,4861,KAG9263807.1,KAG9275059.1,+
2253,4644,KAG9263807.1,KAG9275121.1,-
2254,3513,KAG9263807.1,KAG9275236.1,+
2255,4510,KAG9263807.1,KAG9275247.1,-
2256,3310,KAG9263807.1,KAG9275305.1,+
2257,4811,KAG9263807.1,KAG9275334.1,?
2258,4620,KAG9263807.1,KAG9275342.1,+
2259,4657,KAG9263807.1,KAG9275391.1,+
2260,4791,KAG9263807.1,KAG9275434.1,+
2261,4840,KAG9263807.1,KAG9275460.1,?
2262,4507,KAG9263807.1,KAG9275581.1,?
2263,4783,KAG9263807.1,KAG9275584.1,?
2264,4502,KAG9263807.1,KAG9275618.1,+
2265,3434,KAG9263807.1,KAG9275630.1,+
2266,3533,KAG9263807.1,KAG9275723.1,?
2267,4640,KAG9263807.1,KAG9275830.1,+
2268,4593,KAG9263807.1,KAG9276045.1,+
2269,4883,KAG9263807.1,KAG9276064.1,+
2270,4572,KAG9263807.1,KAG9276170.1,?
2271,4812,KAG9263807.1,KAG9276303.1,?
2272,4647,KAG9263807.1,KAG9276508.1,?
2273,3369,KAG9263807.1,KAG9276648.1,+
2274,3368,KAG9263807.1,KAG9276649.1,+
2275,4881,KAG9263807.1,KAG9276761.1,?
2276,4608,KAG9263807.1,KAG9276807.1,+
2277,4602,KAG9263807.1,KAG9277174.1,?
2278,3395,KAG9263807.1,KAG9277258.1,-
2279,4814,KAG9263807.1,KAG9277267.1,+
2280,4573,KAG9263807.1,KAG9277597.1,+
2281,3326,KAG9263807.1,KAG9277625.1,?
2282,4796,KAG9263807.1,KAG9277825.1,?
2283,3463,KAG9263807.1,KAG9277848.1,-
2284,4557,KAG9263807.1,KAG9278192.1,?
2285,4886,KAG9263807.1,KAG9278337.1,+
2286,3494,KAG9263807.1,KAG9278398.1,+
2287,3508,KAG9263807.1,KAG9278551.1,+
2288,4517,KAG9263807.1,KAG9278558.1,-
2289,3466,KAG9263807.1,KAG9278600.1,-
2290,3378,KAG9263807.1,KAG9278768.1,?
2291,3509,KAG9263807.1,KAG9278910.1,?
2292,3439,KAG9263807.1,KAG9278934.1,?
2293,4727,KAG9263807.1,KAG9279254.1,+
2294,4838,KAG9263807.1,KAG9279319.1,?
2295,4799,KAG9263807.1,KAG9279320.1,?
2296,3504,KAG9263807.1,KAG9279324.1,+
2297,4795,KAG9263807.1,KAG9279336.1,?
2298,4672,KAG9263807.1,KAG9279339.1,?
2299,4675,KAG9263807.1,KAG9279366.1,?
2300,4677,KAG9263807.1,KAG9279654.1,?
2301,4816,KAG9263807.1,KAG9279703.1,?
2302,4848,KAG9263807.1,KAG9279792.1,?
2303,3437,KAG9263807.1,KAG9279963.1,?
2304,4639,KAG9263807.1,KAG9280082.1,?
2305,4761,KAG9263807.1,KAG9280125.1,+
2306,4784,KAG9263807.1,KAG9280205.1,+
2307,3429,KAG9263807.1,KAG9280252.1,?
2308,4516,KAG9263807.1,KAG9280306.1,+
2309,4665,KAG9263807.1,KAG9280464.1,+
2310,4780,KAG9263807.1,KAG9280525.1,?
2311,3527,KAG9263807.1,KAG9280526.1,?
2312,3510,KAG9263807.1,KAG9280582.1,?
2313,4810,KAG9263807.1,KAG9280733.1,+
2314,4778,KAG9263807.1,KAG9280797.1,+
2315,3473,KAG9263807.1,KAG9280829.1,-
2316,4687,KAG9263807.1,KAG9280953.1,+
2317,3367,KAG9263807.1,KAG9281025.1,?
2318,3495,KAG9263807.1,KAG9281077.1,+
2319,3314,KAG9263807.1,KAG9281104.1,+
2320,4724,KAG9263807.1,KAG9281146.1,+
2321,4674,KAG9263807.1,KAG9281262.1,+
2322,4738,KAG9263807.1,KAG9281463.1,+
2323,4842,KAG9263807.1,KAG9281482.1,?
2324,3540,KAG9263807.1,KAG9281523.1,-
2325,4763,KAG9263807.1,KAG9281684.1,?
2326,4805,KAG9263807.1,KAG9281778.1,+
2327,3475,KAG9263807.1,KAG9281824.1,?
2328,4564,KAG9263807.1,KAG9281858.1,+
2329,4804,KAG9263807.1,KAG9281928.1,?
2330,3373,KAG9263807.1,KAG9282010.1,+
2331,3303,KAG9263807.1,KAG9282079.1,?
2332,3388,KAG9263807.1,KAG9282293.1,+
2333,4797,KAG9263807.1,KAG9282373.1,+
2334,4662,KAG9263807.1,KAG9282496.1,?
2335,4615,KAG9263807.1,KAG9282543.1,+
2336,4850,KAG9263807.1,KAG9282552.1,-
2337,3335,KAG9263807.1,KAG9282566.1,-
2338,4515,KAG9263807.1,KAG9282578.1,?
2339,4827,KAG9263807.1,KAG9282593.1,+
2340,4807,KAG9263807.1,KAG9282614.1,+
2341,3469,KAG9263807.1,KAG9282615.1,?
2342,4653,KAG9263807.1,KAG9282718.1,+
2343,3431,KAG9263807.1,KAG9282762.1,?
2344,4680,KAG9263807.1,KAG9282821.1,?
2345,4894,KAG9263807.1,KAG9282887.1,-
2346,4832,KAG9263807.1,KAG9282917.1,+
2347,4823,KAG9263807.1,KAG9282960.1,+
2348,4766,KAG9263807.1,KAG9283215.1,+
2349,4786,KAG9263807.1,KAG9283380.1,?
2350,3467,KAG9263807.1,KAG9283423.1,?
2351,4868,KAG9263807.1,KAG9283461.1,+
2352,4520,KAG9263807.1,KAG9283483.1,+
2353,4576,KAG9263807.1,KAG9283530.1,?
2354,4733,KAG9263807.1,KAG9283583.1,+
2355,4499,KAG9263807.1,KAG9283635.1,+
2356,3370,KAG9263807.1,KAG9283660.1,?
2357,4837,KAG9263807.1,KAG9283745.1,?
2358,4880,KAG9263807.1,KAG9283928.1,?
2359,542,KAG9263822.1,KAG9260155.1,?
2360,589,KAG9263822.1,KAG9260261.1,?
2361,1059,KAG9263822.1,KAG9260753.1,?
2362,1048,KAG9263822.1,KAG9260862.1,?
2363,546,KAG9263822.1,KAG9261022.1,+
2364,581,KAG9263822.1,KAG9261141.1,?
2365,534,KAG9263822.1,KAG9261199.1,+
2366,556,KAG9263822.1,KAG9261690.1,?
2367,1047,KAG9263822.1,KAG9261691.1,?
2368,1062,KAG9263822.1,KAG9263336.1,+
2369,548,KAG9263822.1,KAG9263960.1,?
2370,528,KAG9263822.1,KAG9264596.1,+
2371,562,KAG9263822.1,KAG9264620.1,+
2372,1058,KAG9263822.1,KAG9264706.1,+
2373,571,KAG9263822.1,KAG9265347.1,?
2374,583,KAG9263822.1,KAG9266117.1,+
2375,536,KAG9263822.1,KAG9266161.1,?
2376,1041,KAG9263822.1,KAG9267104.1,+
2377,1040,KAG9263822.1,KAG9267915.1,?
2378,553,KAG9263822.1,KAG9268032.1,+
2379,547,KAG9263822.1,KAG9268601.1,-
2380,579,KAG9263822.1,KAG9268729.1,+
2381,529,KAG9263822.1,KAG9268760.1,+
2382,550,KAG9263822.1,KAG9268927.1,+
2383,525,KAG9263822.1,KAG9269570.1,+
2384,580,KAG9263822.1,KAG9269655.1,+
2385,588,KAG9263822.1,KAG9269761.1,+
2386,561,KAG9263822.1,KAG9269944.1,?
2387,575,KAG9263822.1,KAG9270741.1,+
2388,1049,KAG9263822.1,KAG9271132.1,?
2389,554,KAG9263822.1,KAG9271585.1,-
2390,1039,KAG9263822.1,KAG9271938.1,?
2391,545,KAG9263822.1,KAG9272234.1,+
2392,557,KAG9263822.1,KAG9272355.1,+
2393,560,KAG9263822.1,KAG9272360.1,?
2394,569,KAG9263822.1,KAG9272521.1,?
2395,530,KAG9263822.1,KAG9272585.1,?
2396,538,KAG9263822.1,KAG9272683.1,?
2397,578,KAG9263822.1,KAG9273207.1,-
2398,539,KAG9263822.1,KAG9273473.1,+
2399,1052,KAG9263822.1,KAG9273820.1,+
2400,1054,KAG9263822.1,KAG9273957.1,+
2401,559,KAG9263822.1,KAG9275034.1,+
2402,573,KAG9263822.1,KAG9275287.1,+
2403,544,KAG9263822.1,KAG9275391.1,?
2404,558,KAG9263822.1,KAG9275630.1,+
2405,1064,KAG9263822.1,KAG9276490.1,+
2406,523,KAG9263822.1,KAG9277467.1,+
2407,552,KAG9263822.1,KAG9277797.1,+
2408,555,KAG9263822.1,KAG9277904.1,?
2409,586,KAG9263822.1,KAG9278337.1,+
2410,567,KAG9263822.1,KAG9280489.1,+
2411,1057,KAG9263822.1,KAG9280630.1,?
2412,582,KAG9263822.1,KAG9281885.1,?
2413,566,KAG9263822.1,KAG9282484.1,+
2414,576,KAG9263822.1,KAG9282614.1,+
2415,1050,KAG9263822.1,KAG9282715.1,+
2416,572,KAG9263822.1,KAG9282764.1,?
2417,1056,KAG9263822.1,KAG9283229.1,?
2418,795,KAG9263851.1,KAG9261109.1,?
2419,763,KAG9263851.1,KAG9261318.1,?
2420,765,KAG9263851.1,KAG9261550.1,+
2421,791,KAG9263851.1,KAG9264990.1,?
2422,786,KAG9263851.1,KAG9266208.1,?
2423,790,KAG9263851.1,KAG9267596.1,+
2424,789,KAG9263851.1,KAG9269155.1,?
2425,776,KAG9263851.1,KAG9270535.1,+
2426,778,KAG9263851.1,KAG9270537.1,?
2427,788,KAG9263851.1,KAG9270760.1,-
2428,787,KAG9263851.1,KAG9272586.1,?
2429,792,KAG9263851.1,KAG9275887.1,-
2430,371,KAG9263851.1,KAG9278930.1,+
2431,794,KAG9263851.1,KAG9280332.1,?
2432,764,KAG9263851.1,KAG9282718.1,?
2433,2566,KAG9263905.1,KAG9279090.1,?
2434,2227,KAG9263960.1,KAG9266806.1,?
2435,1423,KAG9263960.1,KAG9268649.1,+
2436,4557,KAG9264063.1,KAG9260121.1,+
2437,5841,KAG9264063.1,KAG9260832.1,+
2438,4564,KAG9264063.1,KAG9261109.1,-
2439,4555,KAG9264063.1,KAG9262536.1,?
2440,5840,KAG9264063.1,KAG9263707.1,-
2441,5859,KAG9264063.1,KAG9264576.1,+
2442,5838,KAG9264063.1,KAG9267770.1,-
2443,5850,KAG9264063.1,KAG9269088.1,?
2444,5849,KAG9264063.1,KAG9269506.1,?
2445,5847,KAG9264063.1,KAG9272234.1,+
2446,5854,KAG9264063.1,KAG9272473.1,-
2447,5844,KAG9264063.1,KAG9273314.1,+
2448,5846,KAG9264063.1,KAG9273355.1,?
2449,5845,KAG9264063.1,KAG9273424.1,?
2450,4560,KAG9264063.1,KAG9275287.1,?
2451,5862,KAG9264063.1,KAG9275361.1,+
2452,5858,KAG9264063.1,KAG9275434.1,?
2453,5861,KAG9264063.1,KAG9277425.1,?
2454,5843,KAG9264063.1,KAG9278249.1,+
2455,5860,KAG9264063.1,KAG9278911.1,+
2456,5842,KAG9264063.1,KAG9280708.1,+
2457,4556,KAG9264063.1,KAG9280964.1,+
2458,5851,KAG9264063.1,KAG9281052.1,+
2459,5864,KAG9264063.1,KAG9282552.1,+
2460,1225,KAG9264190.1,KAG9266487.1,-
2461,1275,KAG9264196.1,KAG9260309.1,?
2462,1276,KAG9264196.1,KAG9260891.1,?
2463,1274,KAG9264196.1,KAG9262455.1,?
2464,1266,KAG9264196.1,KAG9264241.1,?
2465,1273,KAG9264196.1,KAG9265699.1,?
2466,4019,KAG9264196.1,KAG9268815.1,?
2467,1278,KAG9264196.1,KAG9272551.1,?
2468,1277,KAG9264196.1,KAG9273335.1,?
2469,1265,KAG9264196.1,KAG9274238.1,?
2470,21733,KAG9264254.1,KAG9265201.1,?
2471,8136,KAG9264254.1,KAG9266337.1,?
2472,21731,KAG9264254.1,KAG9266440.1,?
2473,8135,KAG9264254.1,KAG9267104.1,?
2474,6248,KAG9264254.1,KAG9268149.1,+
2475,21726,KAG9264254.1,KAG9269236.1,?
2476,8133,KAG9264254.1,KAG9269570.1,+
2477,21727,KAG9264254.1,KAG9269814.1,?
2478,21730,KAG9264254.1,KAG9269962.1,?
2479,6245,KAG9264254.1,KAG9271954.1,?
2480,21725,KAG9264254.1,KAG9276139.1,?
2481,8134,KAG9264254.1,KAG9277742.1,-
2482,8140,KAG9264254.1,KAG9280168.1,+
2483,21729,KAG9264254.1,KAG9280464.1,?
2484,8138,KAG9264254.1,KAG9282806.1,?
2485,21736,KAG9264254.1,KAG9282824.1,?
2486,6247,KAG9264254.1,KAG9282997.1,?
2487,8137,KAG9264254.1,KAG9283012.1,?
2488,6186,KAG9264255.1,KAG9259909.1,-
2489,7979,KAG9264255.1,KAG9259983.1,+
2490,7924,KAG9264255.1,KAG9260005.1,?
2491,7947,KAG9264255.1,KAG9260434.1,+
2492,8001,KAG9264255.1,KAG9260522.1,+
2493,8002,KAG9264255.1,KAG9260526.1,+
2494,7948,KAG9264255.1,KAG9260832.1,+
2495,6192,KAG9264255.1,KAG9260881.1,+
2496,8031,KAG9264255.1,KAG9260913.1,+
2497,8083,KAG9264255.1,KAG9261109.1,+
2498,8090,KAG9264255.1,KAG9261455.1,-
2499,7972,KAG9264255.1,KAG9261773.1,+
2500,8014,KAG9264255.1,KAG9261802.1,+
2501,8066,KAG9264255.1,KAG9262318.1,?
2502,8062,KAG9264255.1,KAG9262340.1,?
2503,6136,KAG9264255.1,KAG9262349.1,?
2504,8085,KAG9264255.1,KAG9262512.1,+
2505,6180,KAG9264255.1,KAG9262660.1,?
2506,8099,KAG9264255.1,KAG9263072.1,-
2507,7977,KAG9264255.1,KAG9263773.1,+
2508,8080,KAG9264255.1,KAG9263848.1,+
2509,8100,KAG9264255.1,KAG9263857.1,-
2510,7985,KAG9264255.1,KAG9264176.1,+
2511,6195,KAG9264255.1,KAG9264255.1,+
2512,6194,KAG9264255.1,KAG9264368.1,-
2513,6139,KAG9264255.1,KAG9264523.1,?
2514,8021,KAG9264255.1,KAG9264602.1,-
2515,8047,KAG9264255.1,KAG9264901.1,?
2516,6173,KAG9264255.1,KAG9264903.1,+
2517,6198,KAG9264255.1,KAG9264931.1,?
2518,7923,KAG9264255.1,KAG9265127.1,?
2519,7997,KAG9264255.1,KAG9265274.1,+
2520,8050,KAG9264255.1,KAG9265281.1,?
2521,8087,KAG9264255.1,KAG9265568.1,+
2522,7951,KAG9264255.1,KAG9265878.1,+
2523,6196,KAG9264255.1,KAG9266117.1,+
2524,6157,KAG9264255.1,KAG9266142.1,+
2525,8012,KAG9264255.1,KAG9266208.1,+
2526,6177,KAG9264255.1,KAG9266302.1,?
2527,8076,KAG9264255.1,KAG9266643.1,+
2528,7940,KAG9264255.1,KAG9267104.1,+
2529,6191,KAG9264255.1,KAG9267169.1,+
2530,8068,KAG9264255.1,KAG9267703.1,+
2531,6138,KAG9264255.1,KAG9267881.1,+
2532,8081,KAG9264255.1,KAG9267911.1,+
2533,7935,KAG9264255.1,KAG9267915.1,+
2534,7969,KAG9264255.1,KAG9268019.1,?
2535,8048,KAG9264255.1,KAG9268073.1,+
2536,8017,KAG9264255.1,KAG9268139.1,+
2537,6116,KAG9264255.1,KAG9268166.1,+
2538,7987,KAG9264255.1,KAG9268337.1,?
2539,8022,KAG9264255.1,KAG9268384.1,-
2540,8057,KAG9264255.1,KAG9268570.1,-
2541,6152,KAG9264255.1,KAG9268972.1,?
2542,8078,KAG9264255.1,KAG9269118.1,+
2543,8101,KAG9264255.1,KAG9269212.1,-
2544,7931,KAG9264255.1,KAG9269570.1,+
2545,8060,KAG9264255.1,KAG9270022.1,+
2546,8037,KAG9264255.1,KAG9270760.1,-
2547,6174,KAG9264255.1,KAG9271510.1,-
2548,6202,KAG9264255.1,KAG9271636.1,+
2549,6149,KAG9264255.1,KAG9271644.1,+
2550,7952,KAG9264255.1,KAG9271806.1,?
2551,7927,KAG9264255.1,KAG9271938.1,?
2552,7943,KAG9264255.1,KAG9271954.1,?
2553,8019,KAG9264255.1,KAG9272009.1,?
2554,7937,KAG9264255.1,KAG9272033.1,+
2555,6123,KAG9264255.1,KAG9272138.1,+
2556,6137,KAG9264255.1,KAG9272198.1,+
2557,7980,KAG9264255.1,KAG9272609.1,?
2558,7990,KAG9264255.1,KAG9273035.1,+
2559,7962,KAG9264255.1,KAG9273473.1,?
2560,8079,KAG9264255.1,KAG9273628.1,+
2561,6151,KAG9264255.1,KAG9273708.1,-
2562,6184,KAG9264255.1,KAG9273747.1,+
2563,6125,KAG9264255.1,KAG9273787.1,?
2564,8067,KAG9264255.1,KAG9273806.1,+
2565,8030,KAG9264255.1,KAG9273820.1,?
2566,8042,KAG9264255.1,KAG9273957.1,+
2567,6181,KAG9264255.1,KAG9274578.1,?
2568,8071,KAG9264255.1,KAG9275334.1,+
2569,8054,KAG9264255.1,KAG9275584.1,+
2570,6131,KAG9264255.1,KAG9275792.1,+
2571,7968,KAG9264255.1,KAG9275830.1,+
2572,8072,KAG9264255.1,KAG9276303.1,-
2573,7956,KAG9264255.1,KAG9276807.1,+
2574,7954,KAG9264255.1,KAG9277115.1,+
2575,8074,KAG9264255.1,KAG9277319.1,?
2576,6130,KAG9264255.1,KAG9277502.1,+
2577,6144,KAG9264255.1,KAG9277734.1,-
2578,8092,KAG9264255.1,KAG9277739.1,+
2579,7934,KAG9264255.1,KAG9277742.1,+
2580,7973,KAG9264255.1,KAG9277829.1,+
2581,8103,KAG9264255.1,KAG9278337.1,+
2582,8064,KAG9264255.1,KAG9278477.1,+
2583,6197,KAG9264255.1,KAG9278551.1,+
2584,6117,KAG9264255.1,KAG9278558.1,?
2585,8056,KAG9264255.1,KAG9278591.1,-
2586,8084,KAG9264255.1,KAG9278646.1,?
2587,7966,KAG9264255.1,KAG9278979.1,+
2588,8016,KAG9264255.1,KAG9279254.1,+
2589,6188,KAG9264255.1,KAG9279441.1,?
2590,8098,KAG9264255.1,KAG9280110.1,-
2591,7971,KAG9264255.1,KAG9280587.1,+
2592,8051,KAG9264255.1,KAG9280797.1,+
2593,7950,KAG9264255.1,KAG9280827.1,?
2594,8063,KAG9264255.1,KAG9280829.1,+
2595,6160,KAG9264255.1,KAG9280904.1,+
2596,7996,KAG9264255.1,KAG9281216.1,+
2597,8023,KAG9264255.1,KAG9281463.1,+
2598,8086,KAG9264255.1,KAG9281482.1,+
2599,6200,KAG9264255.1,KAG9281523.1,-
2600,6179,KAG9264255.1,KAG9281855.1,?
2601,6118,KAG9264255.1,KAG9282290.1,+
2602,7982,KAG9264255.1,KAG9282293.1,+
2603,6176,KAG9264255.1,KAG9282448.1,+
2604,8069,KAG9264255.1,KAG9282614.1,+
2605,7970,KAG9264255.1,KAG9282806.1,+
2606,7992,KAG9264255.1,KAG9282821.1,+
2607,7925,KAG9264255.1,KAG9283009.1,+
2608,8045,KAG9264255.1,KAG9283297.1,?
2609,7981,KAG9264255.1,KAG9283346.1,+
2610,7955,KAG9264255.1,KAG9283389.1,?
2611,7928,KAG9264255.1,KAG9283483.1,+
2612,767,KAG9264313.1,KAG9272186.1,+
2613,1390,KAG9264313.1,KAG9272231.1,-
2614,6404,KAG9264327.1,KAG9261301.1,-
2615,6402,KAG9264327.1,KAG9262364.1,?
2616,6405,KAG9264327.1,KAG9262903.1,?
2617,6407,KAG9264327.1,KAG9263395.1,-
2618,6394,KAG9264327.1,KAG9263851.1,?
2619,4840,KAG9264327.1,KAG9265961.1,?
2620,6401,KAG9264327.1,KAG9270535.1,?
2621,6406,KAG9264327.1,KAG9273957.1,-
2622,6397,KAG9264327.1,KAG9279654.1,?
2623,5306,KAG9264330.1,KAG9260512.1,+
2624,5301,KAG9264330.1,KAG9260731.1,?
2625,6803,KAG9264330.1,KAG9260832.1,+
2626,5297,KAG9264330.1,KAG9262173.1,-
2627,6806,KAG9264330.1,KAG9264819.1,+
2628,5315,KAG9264330.1,KAG9266914.1,?
2629,6800,KAG9264330.1,KAG9267104.1,-
2630,5312,KAG9264330.1,KAG9269118.1,?
2631,5305,KAG9264330.1,KAG9269944.1,?
2632,5316,KAG9264330.1,KAG9272503.1,?
2633,6798,KAG9264330.1,KAG9275618.1,+
2634,5317,KAG9264330.1,KAG9281886.1,?
2635,6805,KAG9264330.1,KAG9282293.1,-
2636,6799,KAG9264330.1,KAG9282555.1,?
2637,5308,KAG9264330.1,KAG9283215.1,+
2638,3906,KAG9264340.1,KAG9261109.1,?
2639,7744,KAG9264368.1,KAG9259576.1,+
2640,6016,KAG9264368.1,KAG9259937.1,-
2641,7748,KAG9264368.1,KAG9260361.1,?
2642,7743,KAG9264368.1,KAG9260454.1,-
2643,6005,KAG9264368.1,KAG9260731.1,+
2644,6030,KAG9264368.1,KAG9261154.1,+
2645,7722,KAG9264368.1,KAG9261557.1,?
2646,7737,KAG9264368.1,KAG9262061.1,?
2647,7739,KAG9264368.1,KAG9262395.1,-
2648,6032,KAG9264368.1,KAG9263264.1,?
2649,7750,KAG9264368.1,KAG9263483.1,+
2650,7723,KAG9264368.1,KAG9264241.1,+
2651,7740,KAG9264368.1,KAG9264331.1,+
2652,5998,KAG9264368.1,KAG9264555.1,+
2653,7731,KAG9264368.1,KAG9265722.1,?
2654,6020,KAG9264368.1,KAG9266342.1,?
2655,6018,KAG9264368.1,KAG9267889.1,+
2656,6014,KAG9264368.1,KAG9267961.1,+
2657,6001,KAG9264368.1,KAG9269312.1,+
2658,7727,KAG9264368.1,KAG9269570.1,-
2659,6017,KAG9264368.1,KAG9270492.1,?
2660,6023,KAG9264368.1,KAG9271435.1,-
2661,6026,KAG9264368.1,KAG9271725.1,?
2662,7726,KAG9264368.1,KAG9271938.1,?
2663,7728,KAG9264368.1,KAG9272138.1,-
2664,7729,KAG9264368.1,KAG9273157.1,?
2665,6035,KAG9264368.1,KAG9274158.1,+
2666,6008,KAG9264368.1,KAG9274772.1,+
2667,6010,KAG9264368.1,KAG9275038.1,?
2668,6003,KAG9264368.1,KAG9275305.1,+
2669,7749,KAG9264368.1,KAG9275361.1,?
2670,7730,KAG9264368.1,KAG9275974.1,?
2671,7736,KAG9264368.1,KAG9276046.1,?
2672,6006,KAG9264368.1,KAG9276735.1,+
2673,7745,KAG9264368.1,KAG9277848.1,-
2674,6028,KAG9264368.1,KAG9278769.1,+
2675,5999,KAG9264368.1,KAG9280424.1,+
2676,6000,KAG9264368.1,KAG9281984.1,+
2677,7742,KAG9264368.1,KAG9282351.1,?
2678,7735,KAG9264368.1,KAG9282542.1,?
2679,7746,KAG9264368.1,KAG9282686.1,+
2680,6007,KAG9264368.1,KAG9283085.1,+
2681,7747,KAG9264368.1,KAG9283344.1,-
2682,6025,KAG9264368.1,KAG9283583.1,+
2683,3718,KAG9264400.1,KAG9259576.1,?
2684,3717,KAG9264400.1,KAG9263495.1,?
2685,3716,KAG9264400.1,KAG9268927.1,?
2686,3116,KAG9264406.1,KAG9266117.1,-
2687,2017,KAG9264408.1,KAG9262641.1,-
2688,2018,KAG9264408.1,KAG9271439.1,-
2689,2019,KAG9264408.1,KAG9278491.1,-
2690,2013,KAG9264411.1,KAG9266800.1,?
2691,3117,KAG9264411.1,KAG9272236.1,?
2692,2014,KAG9264411.1,KAG9278911.1,?
2693,2015,KAG9264411.1,KAG9279648.1,?
2694,2011,KAG9264412.1,KAG9264414.1,-
2695,2009,KAG9264413.1,KAG9264414.1,+
2696,2010,KAG9264413.1,KAG9272157.1,?
2697,3115,KAG9264414.1,KAG9266117.1,-
2698,2007,KAG9264414.1,KAG9269684.1,+
2699,2008,KAG9264414.1,KAG9272157.1,?
2700,5270,KAG9264435.1,KAG9260832.1,+
2701,5272,KAG9264435.1,KAG9267782.1,?
2702,5273,KAG9264435.1,KAG9267800.1,-
2703,5269,KAG9264435.1,KAG9269570.1,+
2704,3945,KAG9264435.1,KAG9272231.1,-
2705,8806,KAG9264467.1,KAG9282940.1,?
2706,6810,KAG9264499.1,KAG9262536.1,-
2707,5327,KAG9264499.1,KAG9268729.1,-
2708,5326,KAG9264499.1,KAG9280324.1,?
2709,1109,KAG9264500.1,KAG9260824.1,?
2710,2114,KAG9264506.1,KAG9261199.1,+
2711,3218,KAG9264506.1,KAG9267915.1,+
2712,3220,KAG9264506.1,KAG9270535.1,-
2713,3222,KAG9264506.1,KAG9270537.1,?
2714,3219,KAG9264506.1,KAG9274907.1,?
2715,3224,KAG9264506.1,KAG9275434.1,+
2716,1020,KAG9264523.1,KAG9277115.1,+
2717,8413,KAG9264545.1,KAG9260832.1,+
2718,8418,KAG9264545.1,KAG9265476.1,-
2719,8414,KAG9264545.1,KAG9265699.1,?
2720,8416,KAG9264545.1,KAG9280471.1,-
2721,1721,KAG9264546.1,KAG9282128.1,+
2722,5466,KAG9264563.1,KAG9264569.1,+
2723,5465,KAG9264563.1,KAG9279139.1,+
2724,6909,KAG9264569.1,KAG9260434.1,+
2725,5471,KAG9264569.1,KAG9260731.1,+
2726,6911,KAG9264569.1,KAG9260832.1,+
2727,6933,KAG9264569.1,KAG9263668.1,?
2728,6929,KAG9264569.1,KAG9263698.1,+
2729,5476,KAG9264569.1,KAG9263822.1,-
2730,5469,KAG9264569.1,KAG9264124.1,?
2731,6921,KAG9264569.1,KAG9266142.1,?
2732,5491,KAG9264569.1,KAG9266440.1,+
2733,5480,KAG9264569.1,KAG9266571.1,+
2734,6905,KAG9264569.1,KAG9266835.1,+
2735,6923,KAG9264569.1,KAG9269944.1,?
2736,6919,KAG9264569.1,KAG9270998.1,?
2737,6907,KAG9264569.1,KAG9271938.1,+
2738,5479,KAG9264569.1,KAG9272618.1,+
2739,6931,KAG9264569.1,KAG9273628.1,?
2740,5477,KAG9264569.1,KAG9274282.1,+
2741,6930,KAG9264569.1,KAG9274495.1,?
2742,5485,KAG9264569.1,KAG9275417.1,+
2743,5493,KAG9264569.1,KAG9275421.1,+
2744,6913,KAG9264569.1,KAG9276045.1,?
2745,6920,KAG9264569.1,KAG9277258.1,+
2746,5497,KAG9264569.1,KAG9278337.1,-
2747,5468,KAG9264569.1,KAG9278458.1,+
2748,5481,KAG9264569.1,KAG9278531.1,+
2749,5487,KAG9264569.1,KAG9278591.1,-
2750,6932,KAG9264569.1,KAG9279139.1,-
2751,5482,KAG9264569.1,KAG9279847.1,?
2752,6927,KAG9264569.1,KAG9280551.1,-
2753,5492,KAG9264569.1,KAG9280733.1,+
2754,6908,KAG9264569.1,KAG9280813.1,+
2755,5495,KAG9264569.1,KAG9281485.1,-
2756,6918,KAG9264569.1,KAG9281646.1,+
2757,6922,KAG9264569.1,KAG9281996.1,+
