Source,Target,Interaction
SP1,COPS5,+
SP1,COX17,+
SP1,COX4I1,-
SP1,CSF1,+
SP1,CSF1R,+
SP1,CSF2,+
SP1,CSRP2,+
SP1,CTSE,+
SP1,CXADR,?
SP1,CYP11A1,+
SP1,CYP11A1,?
SP1,DCK,?
SP1,DMD,+
SP1,DNM1,?
SP1,DNMT1,+
SP1,DNMT1,?
SP1,ECM1,+
SP1,EGFR,?
SP1,EGR1,+
SP1,EPAS1,?
SP1,EPOR,+
SP1,EPOR,-
SP1,ESRRA,?
SP1,ETS1,?
SP1,FABP6,?
SP1,FASL,?
SP1,FBLN1,?
SP1,FMR1,+
SP1,FOS,?
SP1,GABRA6,?
SP1,GFAP,?
SP1,GFPT2,?
SP1,GHR,?
SP1,SLC2A1,?
SP1,GPC4,+
SP1,GSTK1,-
SP1,HBA-X,?
SP1,HDAC7,?
SP1,HECA,?
SP1,HGF,+
SP1,HINFP,+
SP1,HMGA1,?
SP1,HMGA2,+
SP1,HMGA2,?
SP1,HMGCL,?
SP1,HMGCR,?
SP1,HRASLS5,+
SP1,HSPA1B,+
SP1,HSPA1B,-
SP1,HTR1A,?
SP1,ICAM1,+
SP1,IFITM5,+
SP1,IGFBP3,?
SP1,IL10,+
SP1,IL10,?
SP1,IL2,+
SP1,IL5RA,?
SP1,IL6,?
SP1,INSR,?
SP1,IRS1,?
SP1,ITGA5,+
SP1,ITGA6,+
SP1,IVL,?
SP1,JAK3,+
SP1,JUN,?
SP1,JUND,+
SP1,KCNA5,?
SP1,KCNN3,+
SP1,KCNN3,-
SP1,KCTD13,?
SP1,KDM5A,+
SP1,KIT,?
SP1,KLF16,+
SP1,KRT5,+
SP1,LAMA1,+
SP1,LGALS1,+
SP1,LHCGR,?
SP1,LHX4,?
SP1,LIPE,+
SP1,LMNA,?
SP1,LOR,-
SP1,LPL,?
SP1,LTF,-
SP1,MAPK1,?
SP1,MBP,?
SP1,MERTK,?
SP1,MET,+
SP1,MET,-
SP1,MET,?
SP1,MFN2,+
SP1,MGARP,+
SP1,MGP,+
SP1,MGST1,?
SP1,MIF,+
SP1,RIOX2,?
SP1,MMP2,?
SP1,MMP28,?
SP1,MMP9,+
SP1,ME1,?
SP1,MRC1,-
SP1,MTA2,?
SP1,MUC5AC,?
SP1,MYB,+
SP1,MYB,?
SP1,MYC,-
SP1,MYH11,+
SP1,NKX2-1,?
SP1,NANOG,+
SP1,NANOG,-
SP1,NAPEPLD,?
SP1,NAT2,?
SP1,NDRG1,?
SP1,NES,?
SP1,NF1,?
SP1,NFATC1,?
SP1,NGB,?
SP1,NGFR,-
SP1,NOS3,+
SP1,NOS3,?
SP1,NOTCH1,?
SP1,NPR1,+
SP1,NR1H2,?
SP1,NR1H3,?
SP1,NR5A1,?
SP1,NRGN,+
SP1,NRP1,+
SP1,OPRD1,+
SP1,OPRK1,?
SP1,OPRM1,+
SP1,OPRM1,?
SP1,PARG,?
SP1,PARP1,+
SP1,PCYT1A,+
SP1,PCYT1A,-
SP1,PCYT1A,?
SP1,PDE6A,?
SP1,PDE6B,-
SP1,PEMT,-
SP1,PGR,?
SP1,PHGDH,?
SP1,PKD1,?
SP1,PLA2G16,?
SP1,PLAUR,?
SP1,PLD2,-
SP1,POU5F1,?
SP1,PPM1A,?
SP1,PRDX6,?
SP1,PRKAR2B,?
SP1,PRKRA,+
SP1,PROC,+
SP1,PTDSS1,+
SP1,PTGES2,?
SP1,PTGS1,+
SP1,PTGS2,+
SP1,NECTIN2,?
SP1,RAC2,+
SP1,RAC2,-
SP1,REN1,+
SP1,REST,+
SP1,RHO,+
SP1,RHOX5,+
SP1,RNF141,?
SP1,RNLS,?
SP1,RUNX2,+
SP1,SCARB1,?
SP1,SCT,+
SP1,SELL,+
SP1,SERPINE1,?
SP1,SETDB1,+
SP1,SFTPB,?
SP1,SH3GL1,?
SP1,SIRT1,+
SP1,SIRT1,?
SP1,SKIL,?
SP1,SLC11A1,?
SP1,SLC25A4,?
SP1,SLC2A1,+
SP1,SLC2A3,-
SP1,SLC2A4,?
SP1,SLC3A2,?
SP1,SLC5A1,-
SP1,SLC5A1,?
SP1,SLC5A2,?
SP1,SLC7A5,?
SP1,SLC9A2,+
SP1,SMAD7,?
SP1,SMARCC1,?
SP1,SOCS3,?
SP1,SOD2,?
SP1,SOD3,+
SP1,SP1,?
SP1,SP4,-
SP1,SPARC,?
SP1,SRC,+
SP1,SREBF1,+
SP1,SREBF1,?
SP1,ST8SIA1,?
SP1,STAR,?
SP1,SULT1A1,?
SP1,SYN2,?
SP1,TAL1,?
SP1,TEC,+
SP1,TEC,?
SP1,TERT,+
SP1,TERT,?
SP1,TESC,+
SP1,TFAP2C,?
SP1,TGFBR2,?
SP1,TGM1,+
SP1,THRA,-
SP1,TIMP3,?
SP1,TLR2,?
SP1,TNF,?
SP1,TNFAIP3,?
SP1,TNFSF11,+
SP1,TNK1,?
SP1,TPT1,+
SP1,TPT1,?
SP1,TRF,?
SP1,TSPO,?
SP1,TXLNG,+
SP1,TYMS,?
SP1,UCP2,?
SP1,UCP3,+
SP1,VEGFA,+
SP1,VEGFA,-
SP1,VEGFA,?
SP1,WNT9A,?
SP1,ZBTB14,+
SP1,NGFR,+
SP2,ALOX8,?
SP2,B4GALNT1,+
SP2,COL2A1,?
SP2,DHFR,?
SP2,ETS1,?
SP2,ID3,?
SP2,MGP,?
SP2,PCYT1A,-
SP2,UCP2,?
SP3,ACACA,+
SP3,ACSBG1,+
SP3,ACTA2,+
SP3,ADCY4,?
SP3,AHR,+
SP3,ALOX8,?
SP3,ANG2,+
SP3,ANGPT2,+
SP3,ANGPT2,-
SP3,BMP2,?
SP3,BSG,+
SP3,CDH5,+
SP3,CDK5R1,?
SP3,CDK5R2,?
SP3,CDKN1A,+
SP3,CDKN1A,?
SP3,CEBPA,+
SP3,CES2C,?
SP3,COL2A1,-
SP3,CSF1,+
SP3,DCK,?
SP3,DMD,+
SP3,DNM1,?
SP3,DNMT1,+
SP3,EPAS1,?
SP3,FBLN1,?
SP3,GABRA6,?
SP3,GHR,+
SP3,GHR,?
SP3,GPC4,+
SP3,HGF,+
SP3,HMGA2,+
SP3,HMGA2,?
SP3,HRASLS5,+
SP3,IFITM5,+
SP3,IL10,+
SP3,IL10,?
SP3,IL6,?
SP3,ITGA6,+
SP3,KCNN3,-
SP3,LAMA1,+
SP3,LIPE,+
SP3,LMNA,?
SP3,LPL,?
SP3,MAPK1,?
SP3,MERTK,?
SP3,MET,-
SP3,MET,?
SP3,MGP,-
SP3,RIOX2,?
SP3,MUC5AC,?
SP3,NANOG,+
SP3,NANOG,-
SP3,NES,?
SP3,NOS3,?
SP3,NRGN,+
SP3,OAS1G,?
SP3,OPRD1,-
SP3,OPRM1,+
SP3,OPRM1,-
SP3,OPRM1,?
SP3,PCYT1A,+
SP3,PDE6B,-
SP3,PGR,?
SP3,PLA2G16,?
SP3,PRKRA,+
SP3,PROC,+
SP3,PTDSS1,+
SP3,PTGS2,+
SP3,RAC2,+
SP3,REN1,+
SP3,REST,?
SP3,RHO,?
SP3,SDC1,?
SP3,SETDB1,+
SP3,SLC2A3,-
SP3,SLC9A2,-
SP3,SOCS3,?
SP3,SOD3,+
SP3,SP1,-
SP3,SP1,?
SP3,STAR,?
SP3,TAL1,?
SP3,TERT,+
SP3,TERT,?
SP3,TESC,+
SP3,TFAP2C,?
SP3,TNK1,?
SP3,TSPO,?
SP3,TXLNG,-
SP3,UCP2,?
SP3,UCP3,+
SP3,VEGFA,+
SP3,VEGFA,?
SP3,ZFP143,+
SP4,CDK5R1,?
SP4,GRIA1,?
SP4,NRGN,+
SP4,PDE6B,?
SP4,PTDSS1,?
SP4,RHO,+
SP4,SLC9A2,-
SP4,VEGFA,?
SP5,CDKN1A,-
SP7,BGLAP,?
SP7,BGLAP2,+
SP7,BGLAP2,?
SP7,COL5A1,+
SP7,COL5A3,+
SP7,CTNNB1,?
SP7,DKK1,+
SP7,DMP1,?
SP7,DSPP,+
SP7,DSPP,?
SP7,GJA3,+
SP7,IBSP,?
SP7,IFITM5,+
SP7,MIR93,-
SP7,SP7,+
SP7,SATB2,+
SP7,SOST,+
SP7,SOST,-
SP7,SPP1,?
SP7,VEGFA,?
SP8,FGF10,?
SP8,FGF8,+
SP8,FGF8,?
SP8,NR2F1,-
SP9,FGF8,?
SPDEF,BIRC5,-
SPDEF,CDKN1A,?
SPDEF,FOXJ1,+
SPDEF,SCGB1A1,+
SPDEF,SFTPC,+
SPDEF,SOX17,+
SPEN,COL2A1,-
SPI1,ACP5,?
SPI1,AIF1,+
SPI1,BCL2L11,-
SPI1,CCL5,+
SPI1,CD1D1,?
SPI1,CSF1R,+
SPI1,CSF1R,?
SPI1,DCSTAMP,?
SPI1,ELANE,?
SPI1,ELF1,?
SPI1,FCER1G,+
SPI1,FES,+
SPI1,FLT3,+
SPI1,H2-AB1,-
SPI1,IGH,+
SPI1,IGHM,+
SPI1,IGL,+
SPI1,IL1B,+
SPI1,IL7R,?
SPI1,IL9,+
SPI1,IRF8,+
SPI1,ITGA2B,+
SPI1,ITGB3,?
SPI1,MED1,+
SPI1,MEF2C,?
SPI1,MMP13,-
SPI1,MRC1,-
SPI1,NCF1,+
SPI1,NCF4,+
SPI1,NFKB1,?
SPI1,OPRM1,-
SPI1,PIRB,+
SPI1,PTGDS,+
SPI1,PTGDS,?
SPI1,PTPRC,+
SPI1,PTPRO,?
SPI1,SCN8A,+
SPI1,TAL1,?
SPI1,TAL2,?
SPI1,TEC,?
SPI1,TLR4,+
SPI1,TNF,+
SPIB,BLNK,?
SPIB,FCER2A,+
SPIB,IGL,+
SPIB,NFKB1,+
SPIB,P2RY10,?
SPIC,CD5L,?
SPIC,FCER2A,+
SPIC,FCGR2B,?
SPIC,MMP12,?
SPIC,NFKB1,+
SREBF1,ABCA3,+
SREBF1,ABCD2,+
SREBF1,ACACA,+
SREBF1,ACSS2,+
SREBF1,ADIPOQ,+
SREBF1,ANKRD2,+
SREBF1,CD5L,+
SREBF1,CDKN1A,+
SREBF1,CIDEA,+
SREBF1,CLU,+
SREBF1,CYP8B1,+
SREBF1,ELOVL3,+
SREBF1,ELOVL5,?
SREBF1,FABP6,?
SREBF1,FAS,+
SREBF1,FAS,?
SREBF1,FASN,+
SREBF1,FASN,?
SREBF1,FBXW7,-
SREBF1,GCK,?
SREBF1,GPAM,+
SREBF1,GPAM,?
SREBF1,HMGCR,?
SREBF1,HMOX1,?
SREBF1,IL17A,-
SREBF1,KCNJ3,-
SREBF1,LEP,+
SREBF1,LIPE,+
SREBF1,MSTN,?
SREBF1,NLRP1A,+
SREBF1,NPC1,+
SREBF1,NR0B2,+
SREBF1,PLA2G6,+
SREBF1,PPARGC1A,+
SREBF1,PTGDS,?
SREBF1,RETN,+
SREBF1,SCD1,?
SREBF1,SLC2A4,+
SREBF1,THRSP,+
SREBF2,ACSS2,+
SREBF2,CDKN1A,+
SREBF2,CYP3A11,-
SREBF2,FABP6,?
SREBF2,HMGCR,?
SREBF2,HMGCS1,?
SREBF2,HMOX1,?
SREBF2,HNF4A,-
SREBF2,MVK,+
SREBF2,NPC1,+
SREBF2,PCSK9,+
SREBF2,SRD5A2,?
SRF,ACTA2,?
SRF,ACTG2,?
SRF,AQP2,?
SRF,BARX2,?
SRF,CKM,+
SRF,CTGF,+
SRF,EGR1,-
SRF,EGR1,?
SRF,FOS,?
SRF,HMGXB4,?
SRF,KCNMB1,+
SRF,KLF3,?
SRF,MMP14,+
SRF,MMP2,+
SRF,MYH11,+
SRF,MYLK,+
SRF,MYOD1,+
SRF,NPPA,+
SRF,TAGLN,+
SRF,TGFB1I1,+
SRRT,SOX2,+
SRY,SOX9,+
SRY,SOX9,-
SRY,WT1,?
SSB,LAMB1,+
STAT1,APP,?
STAT1,BACE1,?
STAT1,CD36,+
STAT1,CD40,?
STAT1,CEBPD,+
STAT1,CFB,+
STAT1,CIITA,+
STAT1,CXCL10,+
STAT1,CXCL10,-
STAT1,CXCL10,?
STAT1,CXCL9,?
STAT1,DUOX2,?
STAT1,EGR1,?
STAT1,FCGR1,+
STAT1,FCGR1,?
STAT1,GBP2,+
STAT1,GFI1,+
STAT1,IFNB1,+
STAT1,IFNG,?
STAT1,IL27,?
STAT1,IL6,-
STAT1,IRF1,+
STAT1,IRF7,+
STAT1,IRF9,?
STAT1,MDM2,-
STAT1,MT1,+
STAT1,NOS2,+
STAT1,NOS2,?
STAT1,PDCD1,+
STAT1,POU3F1,?
STAT1,PPARG,?
STAT1,RC3H1,+
STAT1,RUNX2,?
STAT1,SOCS1,+
STAT1,SOCS3,+
STAT1,TBX21,+
STAT1,TBX21,?
STAT1,TRP53,+
STAT1,UPP1,+
STAT2,IRF7,+
STAT2,PDCD1,+
STAT2,TRP53,?
STAT3,AKT1,+
STAT3,BACE1,?
STAT3,BATF,+
STAT3,BATF,?
STAT3,BCL2,-
STAT3,BCL2,?
STAT3,BCL2L1,-
STAT3,CAV1,+
STAT3,CAV1,-
STAT3,CCL20,?
STAT3,CCND1,?
STAT3,CCND2,?
STAT3,CCND3,?
STAT3,CDKN1B,?
STAT3,CDKN2D,+
STAT3,CEBPD,+
STAT3,CEBPD,?
STAT3,COL1A1,+
STAT3,CXCL11,+
STAT3,S1PR1,+
STAT3,EED,?
STAT3,EGR1,+
STAT3,ENTPD1,+
STAT3,EPOR,?
STAT3,FOS,+
STAT3,FOS,?
STAT3,GFAP,+
STAT3,GFAP,?
STAT3,GFI1,-
STAT3,HAMP,?
STAT3,HGF,+
STAT3,HGF,?
STAT3,HIF1A,+
STAT3,IGFBP5,+
STAT3,IL10,?
STAT3,IL12A,-
STAT3,IL17F,?
STAT3,IL21,?
STAT3,IL23A,+
STAT3,IL6,+
STAT3,JAK3,+
STAT3,KLF4,+
STAT3,LIF,+
STAT3,LY6A,?
STAT3,MAF,+
STAT3,MDC1,?
STAT3,MIR21A,+
STAT3,MMP1A,?
STAT3,MMP2,+
STAT3,MMP9,+
STAT3,MMP9,-
STAT3,MT1,+
STAT3,MUC1,?
STAT3,MYC,-
STAT3,MYC,?
STAT3,NHLH2,+
STAT3,NKX2-5,?
STAT3,NOS2,+
STAT3,NOSTRIN,-
STAT3,NR0B1,?
STAT3,NT5E,+
STAT3,PCSK1,?
STAT3,PHB,?
STAT3,PIK3R1,?
STAT3,PKD1,?
STAT3,PNP,?
STAT3,PRDM1,+
STAT3,PTEN,+
STAT3,RC3H1,+
STAT3,REG3G,?
STAT3,RELA,-
STAT3,RNLS,?
STAT3,SLC9A3,?
STAT3,SOCS3,+
STAT3,SOCS3,?
STAT3,SOX6,+
STAT3,SPI1,+
STAT3,SPI1,?
STAT3,SREBF1,-
STAT3,STAT3,+
STAT3,TCF4,+
STAT3,TGFB1,+
STAT3,TNF,?
STAT3,TRH,+
STAT3,TRP53,-
STAT3,TWIST1,+
STAT3,TWIST2,+
STAT3,VEGFA,+
STAT3,VIP,+
STAT3,WNT3A,?
STAT3,IL10,?
STAT4,IFNG,+
STAT4,IFNG,?
STAT4,IL18R1,?
STAT4,IRF4,?
STAT4,NOS2,+
STAT4,PRDX3,?
STAT4,TBX21,+
STAT4,IFNGAS1,+
STAT5A,AR,?
STAT5A,BCL2L1,+
STAT5A,BCL2L1,?
STAT5A,CDKN2B,+
STAT5A,CLNK,+
STAT5A,CSF2,?
STAT5A,CSF3,-
STAT5A,CSN1S1,?
STAT5A,CSN2,+
STAT5A,CSN2,-
STAT5A,CSN2,?
STAT5A,DPAGT1,+
STAT5A,DPF3,?
STAT5A,EPOR,?
STAT5A,FAM89B,+
STAT5A,GRB10,?
STAT5A,IL10,+
STAT5A,IL2RA,+
STAT5A,IL9,+
STAT5A,IL9,?
STAT5A,MIR21A,?
STAT5A,NR3C1,-
STAT5A,PCK1,?
STAT5A,PDK4,?
STAT5A,PRF1,?
STAT5A,PSAP,?
STAT5A,SFTPB,+
STAT5A,SOCS2,?
STAT5A,SOCS3,?
STAT5B,AR,?
STAT5B,CCND2,?
STAT5B,CSN2,+
STAT5B,DPF3,?
STAT5B,SLC10A1,+
STAT6,BCL2L1,+
STAT6,CSN2,?
STAT6,EGR1,?
STAT6,FCER2A,+
STAT6,FOXP3,?
STAT6,GATA3,+
STAT6,GFI1,+
STAT6,HAND2,+
STAT6,IL24,?
STAT6,IL4,+
STAT6,IL4,?
STAT6,IL9,?
STAT6,ITGB3,+
STAT6,NCOA3,+
STAT6,TFEC,?
STAT6,TNF,?
STAT6,ZFP157,?
SUFU,GLI2,+
SUFU,GLI2,-
SUFU,GLI3,-
SUZ12,BCL2L11,?
SUZ12,CDH1,?
SUZ12,DKK1,?
SUZ12,MIR200B,-
SYT1,CDH5,?
SYT1,MYC,?
TAF12,CYP24A1,?
TAF4B,ZBTB16,?
TAF4B,RET,?
TAF4B,STRA8,?
TAF9,TRP53,+
TAL1,CCND1,+
TAL1,EPB42,-
TAL1,EPB42,?
TAL1,EPB42,+
TAL1,ERG,+
TAL1,KIT,?
TAL1,MYOG,-
TAL1,PDZK1IP1,+
TAL1,RUNX1,+
TAL1,SMAD6,+
TAL1,TCF3,-
TAL1,TFDP2,+
TARDBP,ADD2,?
TARDBP,RAN,?
TAX1BP3,MYOD1,-
TBP,CSRP3,?
TBP,FGF23,?
TBP,FOS,+
TBP,NF1,-
TBP,NTRK1,-
TBP,POLR2F,?
TBP,PRG2,+
TBPL1,NF1,+
TBPL1,PRM1,?
TBPL1,PRM2,?
TBPL1,TNP1,?
TBR1,AUTS2,?
TBX1,C1QBP,-
TBX1,FGF10,?
TBX1,FGF8,+
TBX1,FLT4,+
TBX1,MEF2C,-
TBX1,PITX2,+
TBX1,PITX2,-
TBX1,RIPPLY3,-
TBX1,YWHAE,-
TBX18,SNAI2,?
TBX19,POMC,+
TBX2,CDKN1A,-
TBX2,CDKN1B,-
TBX2,CDKN2A,-
TBX2,GJA1,-
TBX2,GJA3,?
TBX2,GREM1,-
TBX2,MYCN,-
TBX2,NPPA,-
TBX2,TYRP1,-
TBX20,MEF2C,+
TBX20,NKX2-5,+
TBX20,NPPA,-
TBX20,TBX2,-
TBX21,GATA3,?
TBX21,HAND2,+
TBX21,IFNG,+
TBX21,IFNG,?
TBX21,IL21,-
TBX21,IL23R,?
TBX21,IL4,+
TBX21,IL7,+
TBX21,S1PR5,+
TBX21,SPP1,+
TBX21,IFNGAS1,+
TBX3,BGLAP,-
TBX3,CDKN1A,-
TBX3,GJA1,-
TBX3,GJA5,-
TBX3,HNF1B,-
TBX3,IBSP,-
TBX3,NPPA,-
TBX3,ONECUT1,-
TBX3,RUNX2,-
TBX3,SP7,-
TBX4,SHOX2,?
TBX5,ATP2A2,+
TBX5,FGF10,+
TBX5,ID2,?
TBX5,IFI204,+
TBX5,NPPA,+
TBX6,DLL1,?
TBX6,HES7,+
TBX6,MESP2,+
TBX6,MESP2,?
TBX6,MYF5,+
TCF12,ACTA2,+
TCF12,CLDN4,?
TCF12,ID2,?
TCF12,MYOG,+
TCF12,PTCRA,+
TCF12,PTCRA,?
TCF12,SMARCC1,?
TCF12,TCRA,+
TCF19,CCNE1,-
TCF20,MMP3,?
TCF21,AKR1B8,-
TCF21,AR,?
TCF21,CDKN1A,-
TCF21,NR5A1,-
TCF21,RHOX5,?
TCF21,SF1,-
TCF3,ACTA2,+
TCF3,ADIPOQ,+
TCF3,AICDA,-
TCF3,ATXN3,?
TCF3,CCL21A,+
TCF3,CCL21B,+
TCF3,CCL21C,+
TCF3,CCND3,+
TCF3,CD19,+
TCF3,CD5,-
TCF3,CD7,?
TCF3,CD79A,+
TCF3,CD79A,?
TCF3,CDH1,-
TCF3,CDH1,?
TCF3,CDKN1A,+
TCF3,CKM,+
TCF3,CLDN4,?
TCF3,COL2A1,+
TCF3,EBF1,?
TCF3,EPB42,+
TCF3,ESRRB,-
TCF3,FOXO1,+
TCF3,FOXP3,?
TCF3,ID1,+
TCF3,IGK,+
TCF3,IGK,?
TCF3,IGLL1,?
TCF3,INSM1,+
TCF3,KIT,?
TCF3,LEF1,-
TCF3,MIR302A,-
TCF3,MYL2,-
TCF3,NANOG,-
TCF3,NEUROG1,-
TCF3,NOTCH1,?
TCF3,NR0B2,?
TCF3,NR5A2,-
TCF3,PAX5,?
TCF3,PTCRA,+
TCF3,SMARCC1,?
TCF3,TCL1,-
TCF3,TCRA,+
TCF3,TPT1,+
TCF3,UBE2I,?
TCF3,UNG,-
TCF3,VCAM1,?
TCF4,NOTUM,+
TCF4,ACTA2,+
TCF4,CD44,+
TCF4,CDH1,-
TCF4,CDX2,+
TCF4,COPS5,+
TCF4,EDN1,+
TCF4,FGF18,?
TCF4,FN1,+
TCF4,HMGA1,?
TCF4,ID2,?
TCF4,ID3,+
TCF4,MITF,-
TCF4,MYC,?
TCF4,PLAUR,+
TCF4,PTGS2,+
TCF4,SMC3,?
TCF4,SSTR2,+
TCF4,SSTR2,-
TCF4,HNF1A,?
TCF7,BCL2L1,+
TCF7,CD4,+
TCF7,CD4,-
TCF7,RUNX2,+
TCF7L2,CD44,+
TCF7L2,CDX1,+
TCF7L2,MYOD1,+
TCFL5,TCFL5,?
TEAD2,FGFR4,?
TEAD2,PAX3,+
TEAD2,TRP53,?
TEAD4,ACTA2,?
TEAD4,FGFR4,+
TEAD4,PPP1R16A,+
TEAD4,VEGFB,+
TEF,BIK,+
TFAP2A,APOE,?
TFAP2A,CEBPA,-
TFAP2A,DMD,?
TFAP2A,HOXA7,+
TFAP2A,HOXA9,+
TFAP2A,ITPR1,+
TFAP2A,KCTD13,?
TFAP2A,LHCGR,?
TFAP2A,MEIS1,+
TFAP2A,VEGFA,-
TFAP2B,ADIPOQ,-
TFAP2C,CDK6,-
TFAP2C,CDKN1A,-
TFAP2C,DMRT1,-
TFAP2C,DNMT3B,-
TFAP2C,DNMT3L,-
TFAP2C,FGF4,-
TFAP2C,HSD3B6,?
TFAP2C,KIT,-
TFAP2C,KLF4,?
TFAP2C,NANOS3,-
TFAP2C,SFRP1,-
TFAP2D,BHLHE23,+
TFAP2D,POU4F3,+
TFCP2,TYMS,?
TFDP1,CCND1,-
TFDP1,CDKN1A,+
TFDP1,MYBL2,+
TFDP1,TCF3,?
TFDP1,TRP53,-
TFE3,PPARGC1A,?
TFE3,TXNIP,-
TGFB1,COL1A2,+
TGFB1,FOXP3,+
TGFB1,KLF6,+
TGFB1,MYCN,?
TGFB1,TBX21,-
TGFB1I1,AR,?
TGFB1I1,CCL2,-
TGFB1I1,RGCC,?
TGFB1I1,TGFB1,+
TGFB1I1,TPT1,+
THRA,ABCD2,+
THRA,JAG1,?
THRAP3,CEBPA,+
THRAP3,FABP4,+
THRAP3,PPARG,+
THRB,ABCD2,+
THRB,ABCD2,-
THRB,CCND1,-
THRB,MLXIPL,+
THRB,TSHB,-
TIAL1,THY1,?
TLE2,ARX,?
TLE2,HES1,?
TLE2,NKX2-2,?
TLE2,NKX6-1,?
TLE3,NANOG,?
TLE3,NKX2-2,?
TLR4,CSF3,+
TLX3,POU4F1,?
TLX3,PRRXL1,+
TLX3,RET,+
TNF,CASP3,+
TNF,MMP9,+
TNFAIP3,BAX,+
TNFAIP3,PPARA,+
TOB1,CCND1,?
TRIM13,APOA1,-
TRIM13,PPIG,?
TRIM24,STAT1,-
TRIM28,HBB-Y,-
TRIM28,MYC,?
TRIM28,SOX9,?
TRIM28,ZFX,?
TRIM32,CCL20,+
TRP53,ABCB1B,?
TRP53,ABCC1,?
TRP53,AFP,-
TRP53,AGT,+
TRP53,AGTR1A,+
TRP53,AMELX,+
TRP53,ANKRD1,?
TRP53,APAF1,+
TRP53,APAF1,?
TRP53,ATF3,+
TRP53,AXL,?
TRP53,ADGRB1,?
TRP53,BAK1,+
TRP53,BAX,+
TRP53,BAX,?
TRP53,BBC3,+
TRP53,BBC3,?
TRP53,BCL2,+
TRP53,BCL2,-
TRP53,BCL2,?
TRP53,BIRC5,?
TRP53,BTG2,+
TRP53,CASP3,?
TRP53,CASP6,+
TRP53,CASP7,+
TRP53,CASP8,?
TRP53,CCNA2,?
TRP53,CCNB1,-
TRP53,CCNB2,?
TRP53,CDC2B,?
TRP53,CDK2,-
TRP53,CDK5,+
TRP53,CDKN1A,+
TRP53,CDKN1A,-
TRP53,CDKN1A,?
TRP53,CDKN1B,?
TRP53,CDKN1C,?
TRP53,CDKN2C,?
TRP53,CHEK1,-
TRP53,CKAP2,+
TRP53,CKM,+
TRP53,CKS1B,?
TRP53,COL2A1,+
TRP53,CXCR2,+
TRP53,D7ERTD443E,+
TRP53,DDIT4,+
TRP53,DDIT4,?
TRP53,DUSP1,?
TRP53,DUSP2,+
TRP53,DUSP4,+
TRP53,DYRK1A,+
TRP53,E2F1,-
TRP53,E4F1,?
TRP53,EDIL3,+
TRP53,EGR1,?
TRP53,EI24,?
TRP53,ELF4,-
TRP53,EPCAM,?
TRP53,UHRF1BP1,+
TRP53,FAS,+
TRP53,FAS,?
TRP53,FOS,-
TRP53,FOS,?
TRP53,FOXM1,-
TRP53,FOXO3,+
TRP53,FOXP3,+
TRP53,FPR1,?
TRP53,GABRE,-
TRP53,GADD45A,+
TRP53,GADD45A,?
TRP53,GAP43,?
TRP53,GDF15,+
TRP53,GLIPR1,?
TRP53,GSK3B,+
TRP53,GTSE1,+
TRP53,HDGF,+
TRP53,HGF,+
TRP53,HIPK2,+
TRP53,HMOX1,+
TRP53,HMOX1,?
TRP53,HRAS,+
TRP53,HRAS,?
TRP53,HSPA1B,+
TRP53,ID2,?
TRP53,IFI202B,-
TRP53,IGF1R,?
TRP53,INS2,?
TRP53,INSR,-
TRP53,KLF2,-
TRP53,KRT19,+
TRP53,LIF,?
TRP53,LTF,-
TRP53,MXI1,-
TRP53,MAP4,?
TRP53,MAPK1,+
TRP53,MCM7,-
TRP53,MCTS1,-
TRP53,MDM2,+
TRP53,MDM2,-
TRP53,MDM2,?
TRP53,MET,+
TRP53,MET,-
TRP53,MGMT,-
TRP53,MIR34A,?
TRP53,MMP2,?
TRP53,MT1,?
TRP53,MYC,?
TRP53,MYOD1,?
TRP53,MYOG,-
TRP53,NANOG,-
TRP53,NDRG1,+
TRP53,NEUROD2,?
TRP53,NFKB1,?
TRP53,NKX2-5,?
TRP53,NKX3-1,?
TRP53,NOTCH1,+
TRP53,NOTCH1,-
TRP53,NOTCH1,?
TRP53,NR0B2,+
TRP53,NR3C1,?
TRP53,NUPR1,-
TRP53,OLFR17,?
TRP53,PAPPA,+
TRP53,PAPPA,-
TRP53,PAX2,?
TRP53,PCBP2,?
TRP53,PCNA,-
TRP53,PDGFRB,?
TRP53,PER2,+
TRP53,PER2,-
TRP53,PERP,+
TRP53,PIAS3,-
TRP53,PKD1,-
TRP53,PLA2G16,?
TRP53,PLK3,+
TRP53,PMAIP1,?
TRP53,PML,+
TRP53,PMP2,?
TRP53,POLK,-
TRP53,PRNP,+
TRP53,PROX1,?
TRP53,PSEN1,-
TRP53,PSME3,?
TRP53,PSRC1,?
TRP53,PTEN,?
TRP53,PTGDS,-
TRP53,PTGS2,-
TRP53,PTK2,-
TRP53,PTPRV,?
TRP53,RAP2B,+
TRP53,RCHY1,?
TRP53,REEP5,-
TRP53,RELA,?
TRP53,RPS6KA1,+
TRP53,RRM2B,?
TRP53,RUNX1,-
TRP53,SALL2,?
TRP53,SERPINB5,+
TRP53,SERPINE1,?
TRP53,SESN1,+
TRP53,SIAH1B,+
TRP53,SIAH1B,?
TRP53,SIN3A,+
TRP53,SIVA1,+
TRP53,SLC19A2,?
TRP53,SLC2A4,?
TRP53,SLC6A6,-
TRP53,SMAD3,?
TRP53,SMURF1,?
TRP53,SOD2,+
TRP53,SRC,+
TRP53,SREBF1,-
TRP53,STEAP3,?
TRP53,TCF4,+
TRP53,TCF7L2,-
